,0
2508,16080
2509,11368
2510,11480
2511,7888
2512,7440
2513,16252
2514,12260
2515,12444
2516,7180
2517,7068
2518,27448
2519,15192
2520,15876
2521,6836
2522,17488
2523,9720
2524,7992
2525,30364
2526,7996
2527,12848
2528,16104
2529,28604
2530,7048
2531,6312
2532,6212
2533,12392
2534,14136
2535,18056
2536,13536
2537,16516
2538,13176
2539,9052
2540,15084
2541,12960
2542,16952
2543,8748
2544,17556
2545,5464
2546,15156
2547,25348
2548,28728
2549,6908
2550,10644
2551,7380
2552,15268
2553,31172
2554,11248
2555,12876
2556,7608
2557,14560
2558,7676
2559,4912
2560,7648
2561,12104
2562,12708
2563,13268
2564,18008
2565,17180
2566,12928
2567,12712
2568,13940
2569,11352
2570,28936
2571,26124
2572,3132
2573,32868
2574,15772
2575,12508
2576,28032
2577,3180
2578,13620
2579,5452
2580,12280
2581,19292
2582,12112
2583,22924
2584,27256
2585,7308
2586,11404
2587,18500
2588,15768
2589,3172
2590,8756
2591,9444
2592,7584
2593,6204
2594,11100
2595,9476
2596,16256
2597,7444
2598,35764
2599,7160
2600,15080
2601,7356
2602,7548
2603,16220
2604,18648
2605,15432
2606,6780
2607,14316
2608,4128
2609,7128
2610,19132
2611,16328
2612,6776
2613,16532
2614,7392
2615,17764
2616,14580
2617,18612
2618,12036
2619,17108
2620,13892
2621,3124
2622,17068
2623,3932
2624,30528
2625,33624
2626,9304
2627,8092
2628,13344
2629,9132
2630,14556
2631,16160
2632,27472
2633,12032
2634,17068
2635,17108
2636,30848
2637,32488
2638,17900
2639,7504
2640,34344
2641,4128
2642,7460
2643,12956
2644,27876
2645,16380
2646,9244
2647,16272
2648,10328
2649,12508
2650,6696
2651,15744
2652,10888
2653,11444
2654,7800
2655,16324
2656,8620
2657,12432
2658,38068
2659,17868
2660,7052
2661,17132
2662,13768
2663,12768
2664,4216
2665,27524
2666,17984
2667,12220
2668,12084
2669,24660
2670,7120
2671,11484
2672,25704
2673,14704
2674,17464
2675,19304
2676,27756
2677,23828
2678,11452
2679,7328
2680,14268
2681,25432
2682,26988
2683,12640
2684,16884
2685,14756
2686,12964
2687,36836
2688,12700
2689,8204
2690,7312
2691,16696
2692,7840
2693,15640
2694,17344
2695,14112
2696,17076
2697,7216
2698,7556
2699,12584
2700,5376
2701,7476
2702,12572
2703,16188
2704,15452
2705,16364
2706,8288
2707,25400
2708,7448
2709,14780
2710,6940
2711,15648
2712,6616
2713,14696
2714,8104
2715,8792
2716,8624
2717,16512
2718,7768
2719,14676
2720,27816
2721,24056
2722,15412
2723,18084
2724,17772
2725,12336
2726,15640
2727,25664
2728,14700
2729,15756
2730,25788
2731,16536
2732,4096
2733,18468
2734,12452
2735,14444
2736,24208
2737,7620
2738,6672
2739,13664
2740,16912
2741,15732
2742,16976
2743,9900
2744,16768
2745,14604
2746,17236
2747,8824
2748,16116
2749,24272
2750,11992
2751,23648
2752,8216
2753,12772
2754,18508
2755,17096
2756,24552
2757,15252
2758,27156
2759,15124
2760,14680
2761,17784
2762,7120
2763,16520
2764,7844
2765,8652
2766,6572
2767,6264
2768,14860
2769,7476
2770,16372
2771,10904
2772,27436
2773,16944
2774,11936
2775,14408
2776,24296
2777,4028
2778,12448
2779,3100
2780,5804
2781,6184
2782,12588
2783,7900
2784,11916
2785,13524
2786,9260
2787,5620
2788,16352
2789,21476
2790,15604
2791,13984
2792,9640
2793,16312
2794,16152
2795,17768
2796,12504
2797,27436
2798,7092
2799,16184
2800,11760
2801,6876
2802,13584
2803,8176
2804,12488
2805,15452
2806,21740
2807,17584
2808,7400
2809,14880
2810,13592
2811,7412
2812,15108
2813,16984
2814,16188
2815,18240
2816,17408
2817,9612
2818,11784
2819,35236
2820,7304
2821,8716
2822,15084
2823,16044
2824,29644
2825,1480
2826,15816
2827,1812
2828,5728
2829,16756
2830,6132
2831,16444
2832,7064
2833,20236
2834,5464
2835,8936
2836,10740
2837,3492
2838,7488
2839,12392
2840,7188
2841,7592
2842,16300
2843,16440
2844,6828
2845,3072
2846,8696
2847,15872
2848,7684
2849,15160
2850,5640
2851,14300
2852,28616
2853,18740
2854,9272
2855,8644
2856,7376
2857,14896
2858,12728
2859,18844
2860,38172
2861,9104
2862,7264
2863,13412
2864,16768
2865,17324
2866,16252
2867,16156
2868,15468
2869,8524
2870,12784
2871,14736
2872,12172
2873,17676
2874,8908
2875,29024
2876,14568
2877,7268
2878,15344
2879,15148
2880,16444
2881,32276
2882,8552
2883,7892
2884,9596
2885,27892
2886,12248
2887,10736
2888,9388
2889,15488
2890,8460
2891,7336
2892,14668
2893,25728
2894,4184
2895,12352
2896,7228
2897,2948
2898,16188
2899,16236
2900,7128
2901,7940
2902,7888
2903,7852
2904,7224
2905,25544
2906,29268
2907,3168
2908,7444
2909,24124
2910,17116
2911,24096
2912,15796
2913,7056
2914,19956
2915,36260
2916,7820
2917,11828
2918,25844
2919,3784
2920,15920
2921,5232
2922,20572
2923,7908
2924,28992
2925,2496
2926,7264
2927,12664
2928,7044
2929,7208
2930,9612
2931,8028
2932,17920
2933,16320
2934,11908
2935,7484
2936,1560
2937,12128
2938,14624
2939,16900
2940,12248
2941,6868
2942,15492
2943,18592
2944,7136
2945,16764
2946,7252
2947,10916
2948,7796
2949,16204
2950,3564
2951,7888
2952,18804
2953,16320
2954,4784
2955,13956
2956,15680
2957,5604
2958,16196
2959,14700
2960,3640
2961,8208
2962,10796
2963,12920
2964,7680
2965,7944
2966,6552
2967,14492
2968,14228
2969,6772
2970,14692
2971,16152
2972,3616
2973,12396
2974,18484
2975,13220
2976,6164
2977,6984
2978,12188
2979,7364
2980,13560
2981,13668
2982,12960
2983,7148
2984,13172
2985,16040
2986,7708
2987,19332
2988,3456
2989,4104
2990,11164
2991,8100
2992,4108
2993,28152
2994,14096
2995,16564
2996,31848
2997,12692
2998,7088
2999,12220
3000,3368
3001,15664
3002,6744
3003,14340
3004,23508
3005,17464
3006,14784
3007,22452
3008,38028
3009,12400
3010,3436
3011,18104
3012,8664
3013,9088
3014,7180
3015,15092
3016,15504
3017,7448
3018,7220
3019,7616
3020,8456
3021,19912
3022,12060
3023,24168
3024,13440
3025,13224
3026,32944
3027,10644
3028,17836
3029,12488
3030,27744
3031,16176
3032,8396
3033,16356
3034,7124
3035,9036
3036,28528
3037,13180
3038,16488
3039,16044
3040,8212
3041,1912
3042,6768
3043,7360
3044,22368
3045,16956
3046,34768
3047,13080
3048,12952
3049,16372
3050,7148
3051,7156
3052,5620
3053,7288
3054,15292
3055,12880
3056,21480
3057,37796
3058,14916
3059,7328
3060,5092
3061,15536
3062,20804
3063,16308
3064,7212
3065,8236
3066,15936
3067,17116
3068,16032
3069,15836
3070,5476
3071,16084
3072,16604
3073,5540
3074,10092
3075,7180
3076,13680
3077,3372
3078,5632
3079,19840
3080,12888
3081,4264
3082,12156
3083,7624
3084,7660
3085,27404
3086,7200
3087,13692
3088,11484
3089,13592
3090,7392
3091,13932
3092,31200
3093,6384
3094,16004
3095,9840
3096,36420
3097,12836
3098,15088
3099,17076
3100,6280
3101,8968
3102,16260
3103,36736
3104,33696
3105,34948
3106,16024
3107,7876
3108,25364
3109,33340
3110,12840
3111,16156
3112,14780
3113,12964
3114,7144
3115,7296
3116,7308
3117,11800
3118,9208
3119,3804
3120,16560
3121,23540
3122,16076
3123,4840
3124,5496
3125,15428
3126,16840
3127,16020
3128,7064
3129,3540
3130,7048
3131,11044
3132,7616
3133,7144
3134,13916
3135,16340
3136,18376
3137,15664
3138,12784
3139,15712
3140,17208
3141,14332
3142,12208
3143,6804
3144,16372
3145,2992
3146,16792
3147,4228
3148,7172
3149,3844
3150,6780
3151,7052
3152,1708
3153,9036
3154,16664
3155,27268
3156,6516
3157,6336
3158,6928
3159,17108
3160,7644
3161,21596
3162,7756
3163,27544
3164,7056
3165,16504
3166,4132
3167,12408
3168,3292
3169,6444
3170,5828
3171,9560
3172,7676
3173,16964
3174,11852
3175,6328
3176,13016
3177,9416
3178,8240
3179,17568
3180,16120
3181,14384
3182,26972
3183,10192
3184,30388
3185,23248
3186,15920
3187,8164
3188,12680
3189,6420
3190,23756
3191,11764
3192,9064
3193,7944
3194,16176
3195,7260
3196,7168
3197,26068
3198,16076
3199,7256
3200,9076
3201,5748
3202,12396
3203,19320
3204,12808
3205,7084
3206,16280
3207,9500
3208,8056
3209,5656
3210,15184
3211,2732
3212,13936
3213,8812
3214,6816
3215,3608
3216,21540
3217,16280
3218,7256
3219,6464
3220,15684
3221,7804
3222,23548
3223,14668
3224,17584
3225,7564
3226,6168
3227,3388
3228,8164
3229,16140
3230,15124
3231,11644
3232,3156
3233,6680
3234,11664
3235,15172
3236,7296
3237,5772
3238,15416
3239,6900
3240,9432
3241,5440
3242,18212
3243,7496
3244,35116
3245,3788
3246,5888
3247,7644
3248,16552
3249,12924
3250,11820
3251,14836
3252,16144
3253,23392
3254,5308
3255,3256
3256,7068
3257,7252
3258,7828
3259,7968
3260,12128
3261,6052
3262,7132
3263,7048
3264,10892
3265,17072
3266,19820
3267,7400
3268,8556
3269,16544
3270,14388
3271,8056
3272,8300
3273,12512
3274,3492
3275,7288
3276,9416
3277,5488
3278,12172
3279,15008
3280,12328
3281,7160
3282,7140
3283,8060
3284,8196
3285,15792
3286,7116
3287,27204
3288,7896
3289,7360
3290,6956
3291,6084
3292,8196
3293,7120
3294,15308
3295,19760
3296,39660
3297,17132
3298,3392
3299,15600
3300,8064
3301,9760
3302,48532
3303,7176
3304,7452
3305,7284
3306,7636
3307,12996
3308,7184
3309,3344
3310,18424
3311,15008
3312,15144
3313,7152
3314,11652
3315,8680
3316,20052
3317,14612
3318,25888
3319,6696
3320,10468
3321,12384
3322,7424
3323,7184
3324,7540
3325,5168
3326,6704
3327,4260
3328,15292
3329,8052
3330,3688
3331,28748
3332,16320
3333,9348
3334,15380
3335,13976
3336,27272
3337,8812
3338,7156
3339,3340
3340,14992
3341,3340
3342,8852
3343,9208
3344,7864
3345,7528
3346,11188
3347,14800
3348,15284
3349,12572
3350,7296
3351,10988
3352,9540
3353,7040
3354,8568
3355,3176
3356,7504
3357,5696
3358,7868
3359,3912
3360,12020
3361,7448
3362,14032
3363,14540
3364,16644
3365,7384
3366,12120
3367,23868
3368,7564
3369,7992
3370,7004
3371,12276
3372,8288
3373,16724
3374,16104
3375,7804
3376,7496
3377,10700
3378,16260
3379,10540
3380,16172
3381,7056
3382,14404
3383,5584
3384,12864
3385,15920
3386,7036
3387,15804
3388,8976
3389,7064
3390,7836
3391,12600
3392,12088
3393,6712
3394,23280
3395,12384
3396,7316
3397,15852
3398,14480
3399,7020
3400,7284
3401,29196
3402,3140
3403,11976
3404,29024
3405,14048
3406,24012
3407,13276
3408,15428
3409,20312
3410,19656
3411,10320
3412,6096
3413,15564
3414,7424
3415,16216
3416,4928
3417,3612
3418,25932
3419,17752
3420,17772
3421,8828
3422,7048
3423,16208
3424,5756
3425,3716
3426,7280
3427,3212
3428,22740
3429,12976
3430,14488
3431,16740
3432,12980
3433,5804
3434,17252
3435,7368
3436,6696
3437,16100
3438,7308
3439,8820
3440,7188
3441,7824
3442,20588
3443,32928
3444,7468
3445,7592
3446,6528
3447,11684
3448,18216
3449,15100
3450,3604
3451,19832
3452,7076
3453,15868
3454,12136
3455,6676
3456,29444
3457,6952
3458,16344
3459,17684
3460,11780
3461,6732
3462,16480
3463,7544
3464,15452
3465,12308
3466,8924
3467,7964
3468,16816
3469,16200
3470,8760
3471,7292
3472,7160
3473,5796
3474,12264
3475,12148
3476,3864
3477,12192
3478,12216
3479,7044
3480,16188
3481,14444
3482,13276
3483,7584
3484,15224
3485,16096
3486,7076
3487,10500
3488,13768
3489,3308
3490,13196
3491,5704
3492,15284
3493,7388
3494,12520
3495,15696
3496,29476
3497,12168
3498,15980
3499,23840
3500,7488
3501,1528
3502,7360
3503,11868
3504,10584
3505,6972
3506,16732
3507,7484
3508,7860
3509,25120
3510,5332
3511,9996
3512,15440
3513,7624
3514,7408
3515,7316
3516,7800
3517,11912
3518,7140
3519,12328
3520,13884
3521,12988
3522,6100
3523,2188
3524,14164
3525,12080
3526,14260
3527,13032
3528,7956
3529,5492
3530,7824
3531,7888
3532,5476
3533,18276
3534,12308
3535,7176
3536,4084
3537,7656
3538,4320
3539,15916
3540,6356
3541,5468
3542,12132
3543,7136
3544,10584
3545,12392
3546,17096
3547,31608
3548,15216
3549,16092
3550,7920
3551,10648
3552,15452
3553,12432
3554,13476
3555,12700
3556,13644
3557,5804
3558,17444
3559,14716
3560,8088
3561,17792
3562,15668
3563,18124
3564,8204
3565,3468
3566,14852
3567,12248
3568,7464
3569,7812
3570,8108
3571,25804
3572,4624
3573,7480
3574,11996
3575,35388
3576,7348
3577,14676
3578,27024
3579,15600
3580,9644
3581,6504
3582,15340
3583,6156
3584,5896
3585,3792
3586,6812
3587,6068
3588,14288
3589,6992
3590,3120
3591,3540
3592,16048
3593,15984
3594,10784
3595,10404
3596,10784
3597,12368
3598,7620
3599,36536
3600,13292
3601,14624
3602,12268
3603,15612
3604,16292
3605,17736
3606,13348
3607,27580
3608,18268
3609,30756
3610,12348
3611,14488
3612,8524
3613,9012
3614,7396
3615,10968
3616,5356
3617,15900
3618,7308
3619,11716
3620,18460
3621,18552
3622,15896
3623,15696
3624,8884
3625,9068
3626,12104
3627,9032
3628,15764
3629,16116
3630,7528
3631,5664
3632,9636
3633,16400
3634,3980
3635,11796
3636,7480
3637,15368
3638,25560
3639,8392
3640,25264
3641,6260
3642,15380
3643,16144
3644,7008
3645,13284
3646,12204
3647,7496
3648,7480
3649,11660
3650,7220
3651,16032
3652,5468
3653,8248
3654,8544
3655,13036
3656,5460
3657,7596
3658,4020
3659,3724
3660,16200
3661,14860
3662,4020
3663,5148
3664,7188
3665,3436
3666,7772
3667,8820
3668,7252
3669,13140
3670,16544
3671,14508
3672,3464
3673,5820
3674,6792
3675,20800
3676,7780
3677,14488
3678,12660
3679,8812
3680,12756
3681,3216
3682,3188
3683,8188
3684,3756
3685,24156
3686,2312
3687,5764
3688,7396
3689,11804
3690,7568
3691,7172
3692,29176
3693,7204
3694,3312
3695,16836
3696,27540
3697,7560
3698,16880
3699,12408
3700,14024
3701,7452
3702,12552
3703,6864
3704,7472
3705,16152
3706,7256
3707,8760
3708,12348
3709,7160
3710,3628
3711,15188
3712,21808
3713,5636
3714,4036
3715,10000
3716,9232
3717,14348
3718,6708
3719,17780
3720,7296
3721,12200
3722,5780
3723,12432
3724,5912
3725,7268
3726,3328
3727,15772
3728,7172
3729,9016
3730,8072
3731,3384
3732,12308
3733,20556
3734,7484
3735,16252
3736,16136
3737,24416
3738,14636
3739,14640
3740,5192
3741,16220
3742,3948
3743,14408
3744,11964
3745,7056
3746,5584
3747,12104
3748,17144
3749,14348
3750,3948
3751,5408
3752,7008
3753,13240
3754,12200
3755,7532
3756,11132
3757,7044
3758,12272
3759,16452
3760,23012
3761,12388
3762,7532
3763,15512
3764,6840
3765,7468
3766,16728
3767,4788
3768,5712
3769,5376
3770,12112
3771,14496
3772,14328
3773,8748
3774,3564
3775,7044
3776,8520
3777,18488
3778,13488
3779,18812
3780,8524
3781,8740
3782,16192
3783,12244
3784,5420
3785,7252
3786,12148
3787,7052
3788,9284
3789,9548
3790,14404
3791,12160
3792,16092
3793,13008
3794,29752
3795,3664
3796,3796
3797,25320
3798,6688
3799,8864
3800,12404
3801,7964
3802,12204
3803,7228
3804,5400
3805,6368
3806,15500
3807,7428
3808,7268
3809,11756
3810,8176
3811,5892
3812,7476
3813,14536
3814,29240
3815,6892
3816,13640
3817,7680
3818,14760
3819,8232
3820,16268
3821,7316
3822,15648
3823,6524
3824,15196
3825,12416
3826,22984
3827,3328
3828,17556
3829,23496
3830,15444
3831,7912
3832,2816
3833,4276
3834,12244
3835,8996
3836,3376
3837,16172
3838,15488
3839,7440
3840,7816
3841,3940
3842,13188
3843,5348
3844,7516
3845,19840
3846,15364
3847,10500
3848,15808
3849,12188
3850,7224
3851,14852
3852,12868
3853,9136
3854,12280
3855,27136
3856,12364
3857,35540
3858,7236
3859,16428
3860,8004
3861,14656
3862,30196
3863,23428
3864,4264
3865,16884
3866,5656
3867,11120
3868,12224
3869,5524
3870,3360
3871,16936
3872,4128
3873,3660
3874,6172
3875,9600
3876,15368
3877,9028
3878,6980
3879,10412
3880,27484
3881,8620
3882,16392
3883,7344
3884,7836
3885,20516
3886,13712
3887,21364
3888,7048
3889,12448
3890,7160
3891,13900
3892,8932
3893,7676
3894,36328
3895,3536
3896,7324
3897,5368
3898,7956
3899,7740
3900,2080
3901,7344
3902,25412
3903,14616
3904,4240
3905,3292
3906,6448
3907,3516
3908,16180
3909,5700
3910,8128
3911,17880
3912,7960
3913,5436
3914,3284
3915,8040
3916,7256
3917,22352
3918,10840
3919,6932
3920,16452
3921,14408
3922,18172
3923,7852
3924,12228
3925,7128
3926,7620
3927,7368
3928,7712
3929,12868
3930,7584
3931,17372
3932,23992
3933,7144
3934,15512
3935,7892
3936,11912
3937,7464
3938,7784
3939,6856
3940,8204
3941,15308
3942,7260
3943,6388
3944,6764
3945,8036
3946,15364
3947,16212
3948,14724
3949,14736
3950,3220
3951,11924
3952,6384
3953,17932
3954,17532
3955,27136
3956,7536
3957,15360
3958,15888
3959,16708
3960,7304
3961,6956
3962,7544
3963,7388
3964,16376
3965,16404
3966,14404
3967,16760
3968,4780
3969,15868
3970,5724
3971,16244
3972,10804
3973,7336
3974,7724
3975,33448
3976,5512
3977,16132
3978,15632
3979,27144
3980,7216
3981,6464
3982,3184
3983,15316
3984,6976
3985,31880
3986,12324
3987,12196
3988,16320
3989,1680
3990,16540
3991,12212
3992,15856
3993,5300
3994,16188
3995,8628
3996,5796
3997,7384
3998,18228
3999,8916
4000,2464
4001,14656
4002,7360
4003,11704
4004,13820
4005,5588
4006,25644
4007,12592
4008,6612
4009,11448
4010,4932
4011,26556
4012,12284
4013,9676
4014,13456
4015,3400
4016,7660
4017,27372
4018,12444
4019,7188
4020,5672
4021,25416
4022,15148
4023,7416
4024,3420
4025,14432
4026,11372
4027,1800
4028,6764
4029,3540
4030,7380
4031,16628
4032,3844
4033,7316
4034,9240
4035,6348
4036,16192
4037,13956
4038,7888
4039,12520
4040,12312
4041,16020
4042,3380
4043,7168
4044,12448
4045,27584
4046,12048
4047,3892
4048,15564
4049,7816
4050,11616
4051,7192
4052,7468
4053,8740
4054,12252
4055,7112
4056,7692
4057,8352
4058,7376
4059,10432
4060,7976
4061,27220
4062,4156
4063,16144
4064,3328
4065,11956
4066,7008
4067,16192
4068,16332
4069,7224
4070,12544
4071,7676
4072,7016
4073,12584
4074,7776
4075,8908
4076,16432
4077,8804
4078,7932
4079,3500
4080,16220
4081,15524
4082,16580
4083,12420
4084,7212
4085,7300
4086,7692
4087,25332
4088,15032
4089,25176
4090,15496
4091,7092
4092,27864
4093,17084
4094,13276
4095,14572
4096,14628
4097,14688
4098,16400
4099,7496
4100,27992
4101,10700
4102,15756
4103,3224
4104,7296
4105,34816
4106,16936
4107,13712
4108,6852
4109,14372
4110,12220
4111,12484
4112,36604
4113,25792
4114,5224
4115,8776
4116,14988
4117,25172
4118,34436
4119,25424
4120,14176
4121,16252
4122,7828
4123,12820
4124,5436
4125,7900
4126,16180
4127,20088
4128,7372
4129,8148
4130,23328
4131,13944
4132,16248
4133,16464
4134,7876
4135,2960
4136,7660
4137,7172
4138,13576
4139,8052
4140,13708
4141,18844
4142,27340
4143,14308
4144,12944
4145,19980
4146,17180
4147,7152
4148,15740
4149,10908
4150,10644
4151,3156
4152,16076
4153,12580
4154,12508
4155,14868
4156,1468
4157,5588
4158,7100
4159,8460
4160,5704
4161,7104
4162,11064
4163,12964
4164,7332
4165,7892
4166,16160
4167,7668
4168,14408
4169,12700
4170,14332
4171,25028
4172,8220
4173,7344
4174,4788
4175,8880
4176,3144
4177,10724
4178,12744
4179,7364
4180,16344
4181,6840
4182,8136
4183,12136
4184,5876
4185,14652
4186,13816
4187,1776
4188,17424
4189,3296
4190,16172
4191,4616
4192,8652
4193,3024
4194,12364
4195,3276
4196,15744
4197,3332
4198,13216
4199,7236
4200,1756
4201,16272
4202,6728
4203,12216
4204,6932
4205,12788
4206,17456
4207,7236
4208,16360
4209,12384
4210,8120
4211,7344
4212,12428
4213,7876
4214,15248
4215,7352
4216,6464
4217,8004
4218,3544
4219,6808
4220,7408
4221,12368
4222,12436
4223,7840
4224,7112
4225,16764
4226,5748
4227,14828
4228,13192
4229,8200
4230,27456
4231,7112
4232,16356
4233,12224
4234,14840
4235,12904
4236,24868
4237,7036
4238,7448
4239,14448
4240,7416
4241,7844
4242,14368
4243,11756
4244,8124
4245,7660
4246,3028
4247,15696
4248,18456
4249,7596
4250,7316
4251,18220
4252,7364
4253,7916
4254,15720
4255,15988
4256,13788
4257,7584
4258,15116
4259,15332
4260,8688
4261,16144
4262,7592
4263,14316
4264,12212
4265,7520
4266,16636
4267,8156
4268,17092
4269,12208
4270,8080
4271,3276
4272,27512
4273,20780
4274,26176
4275,15536
4276,15792
4277,25156
4278,27568
4279,6468
4280,4108
4281,14220
4282,6756
4283,7620
4284,7136
4285,14480
4286,11488
4287,6900
4288,7220
4289,28680
4290,16464
4291,16060
4292,13252
4293,12304
4294,7336
4295,15524
4296,18712
4297,16200
4298,8136
4299,14624
4300,14700
4301,15756
4302,12092
4303,9720
4304,8956
4305,12268
4306,6924
4307,12308
4308,15240
4309,16448
4310,7152
4311,10584
4312,15460
4313,16828
4314,8384
4315,16960
4316,22764
4317,7376
4318,14520
4319,15768
4320,6236
4321,14096
4322,19420
4323,7876
4324,16376
4325,7124
4326,25428
4327,34196
4328,7956
4329,7496
4330,14012
4331,31684
4332,5652
4333,23216
4334,5616
4335,13016
4336,5460
4337,14644
4338,12152
4339,16852
4340,16320
4341,14216
4342,15120
4343,10560
4344,27544
4345,11200
4346,27052
4347,15864
4348,34648
4349,7404
4350,34648
4351,7604
4352,13516
4353,6800
4354,14320
4355,6936
4356,11260
4357,3288
4358,7324
4359,16360
4360,22340
4361,12296
4362,15660
4363,8060
4364,17452
4365,23492
4366,3716
4367,11008
4368,12780
4369,8028
4370,7516
4371,9304
4372,16288
4373,13064
4374,7256
4375,16488
4376,7572
4377,12852
4378,5576
4379,15432
4380,7180
4381,7208
4382,15736
4383,3152
4384,7348
4385,6980
4386,16284
4387,14860
4388,7660
4389,6844
4390,16196
4391,12148
4392,7472
4393,5916
4394,12488
4395,16552
4396,7464
4397,16256
4398,3356
4399,7184
4400,10624
4401,27984
4402,7372
4403,16828
4404,13012
4405,14420
4406,8048
4407,6636
4408,25532
4409,16204
4410,6664
4411,12472
4412,6112
4413,3940
4414,14688
4415,13056
4416,9812
4417,13748
4418,15864
4419,11076
4420,15136
4421,8204
4422,23540
4423,15956
4424,6720
4425,23364
4426,16236
4427,26656
4428,12428
4429,7880
4430,13032
4431,10460
4432,20348
4433,6944
4434,16680
4435,17224
4436,5912
4437,4892
4438,16416
4439,14216
4440,16080
4441,14492
4442,3456
4443,1668
4444,14816
4445,9680
4446,18476
4447,16832
4448,16296
4449,23804
4450,8176
4451,9068
4452,8852
4453,16536
4454,13440
4455,16404
4456,14596
4457,14440
4458,12060
4459,16100
4460,12084
4461,6616
4462,15824
4463,12156
4464,8452
4465,7128
4466,5644
4467,27172
4468,16220
4469,7456
4470,16112
4471,15080
4472,7960
4473,7368
4474,17672
4475,14672
4476,15740
4477,7796
4478,16368
4479,33828
4480,12192
4481,3172
4482,13856
4483,24144
4484,11440
4485,16288
4486,7036
4487,16264
4488,15404
4489,12416
4490,16936
4491,5136
4492,12472
4493,10436
4494,23776
4495,14892
4496,29260
4497,7888
4498,8324
4499,6976
4500,16080
4501,8668
4502,3536
4503,10504
4504,15848
4505,15484
4506,17824
4507,7464
4508,6968
4509,9676
4510,7208
4511,7116
4512,9380
4513,7764
4514,30512
4515,15632
4516,29424
4517,12040
4518,6352
4519,7584
4520,14484
4521,14724
4522,13044
4523,7364
4524,17864
4525,12932
4526,15480
4527,17772
4528,7496
4529,7096
4530,12088
4531,16308
4532,15396
4533,14796
4534,17104
4535,6732
4536,7156
4537,12928
4538,25292
4539,5664
4540,8384
4541,7600
4542,12880
4543,11504
4544,3924
4545,3472
4546,7396
4547,12464
4548,16764
4549,5756
4550,34376
4551,17392
4552,16288
4553,12332
4554,14340
4555,16264
4556,14516
4557,7684
4558,9732
4559,16072
4560,8024
4561,14008
4562,6856
4563,7684
4564,7328
4565,26604
4566,8784
4567,14388
4568,15828
4569,7120
4570,12320
4571,7496
4572,3232
4573,27420
4574,7984
4575,13240
4576,14768
4577,14100
4578,16208
4579,3540
4580,25476
4581,26704
4582,6784
4583,11992
4584,13972
4585,10324
4586,12008
4587,12920
4588,14764
4589,7308
4590,16240
4591,7940
4592,7176
4593,17100
4594,3412
4595,15008
4596,12640
4597,7292
4598,3496
4599,27220
4600,14488
4601,7168
4602,13688
4603,6392
4604,26960
4605,6988
4606,15184
4607,17152
4608,5448
4609,13000
4610,10480
4611,15028
4612,4020
4613,7764
4614,16352
4615,12032
4616,13468
4617,16856
4618,15468
4619,25988
4620,15800
4621,8064
4622,16836
4623,12172
4624,17196
4625,27520
4626,10664
4627,12240
4628,13956
4629,23164
4630,15804
4631,14672
4632,12856
4633,7928
4634,15756
4635,12776
4636,25072
4637,10696
4638,6412
4639,3484
4640,17180
4641,7004
4642,12860
4643,4580
4644,15608
4645,5440
4646,11840
4647,16236
4648,12556
4649,14796
4650,15604
4651,14340
4652,30728
4653,7236
4654,7092
4655,16504
4656,26300
4657,7340
4658,12508
4659,7444
4660,6332
4661,26992
4662,13740
4663,7504
4664,11648
4665,13988
4666,7108
4667,47840
4668,4192
4669,5752
4670,15124
4671,15824
4672,14840
4673,6692
4674,6572
4675,12948
4676,16704
4677,11472
4678,6760
4679,7444
4680,11572
4681,18712
4682,5856
4683,18672
4684,15024
4685,12780
4686,32484
4687,8456
4688,26488
4689,35076
4690,14108
4691,15588
4692,6592
4693,25876
4694,14940
4695,8040
4696,16132
4697,16196
4698,27248
4699,3352
4700,7108
4701,15184
4702,16540
4703,7440
4704,25628
4705,16356
4706,16212
4707,18700
4708,8084
4709,7340
4710,9776
4711,15988
4712,7812
4713,9536
4714,1540
4715,12296
4716,26416
4717,16104
4718,12424
4719,12592
4720,16020
4721,15208
4722,15884
4723,12248
4724,7480
4725,14484
4726,7912
4727,5760
4728,6472
4729,12188
4730,25720
4731,17064
4732,15396
4733,8996
4734,7224
4735,13552
4736,15708
4737,17028
4738,16588
4739,12692
4740,16728
4741,16204
4742,7300
4743,6660
4744,14640
4745,12132
4746,12156
4747,16672
4748,24460
4749,7236
4750,10636
4751,8212
4752,8268
4753,31860
4754,8252
4755,6396
4756,16376
4757,12272
4758,14728
4759,16184
4760,5692
4761,16128
4762,7188
4763,16492
4764,11576
4765,11312
4766,14584
4767,16520
4768,27948
4769,7160
4770,24760
4771,7208
4772,16288
4773,12288
4774,17008
4775,25820
4776,16072
4777,11924
4778,15220
4779,11908
4780,16652
4781,16456
4782,7044
4783,7444
4784,12204
4785,12384
4786,11768
4787,16976
4788,14492
4789,19456
4790,15756
4791,25484
4792,15400
4793,16208
4794,7264
4795,7260
4796,13268
4797,14640
4798,3152
4799,26668
4800,25728
4801,12408
4802,16960
4803,16356
4804,14624
4805,19004
4806,9712
4807,12308
4808,12524
4809,7256
4810,12156
4811,14712
4812,12932
4813,7340
4814,6476
4815,6276
4816,14736
4817,7328
4818,12488
4819,14472
4820,7296
4821,12168
4822,15412
4823,15520
4824,3488
4825,7496
4826,12940
4827,15880
4828,7348
4829,7980
4830,14488
4831,16468
4832,25772
4833,25516
4834,14580
4835,24568
4836,7724
4837,12516
4838,7320
4839,16776
