,0
2682,2048
2683,1024
2684,1024
2685,1024
2686,1024
2687,2048
2688,1024
2689,512
2690,512
2691,1024
2692,512
2693,1024
2694,1024
2695,1024
2696,1024
2697,512
2698,512
2699,1024
2700,512
2701,512
2702,1024
2703,1024
2704,1024
2705,1024
2706,512
2707,2048
2708,512
2709,1024
2710,512
2711,1024
2712,512
2713,1024
2714,512
2715,512
2716,512
2717,1024
2718,512
2719,1024
2720,2048
2721,2048
2722,1024
2723,1024
2724,1024
2725,1024
2726,1024
2727,2048
2728,1024
2729,1024
2730,2048
2731,1024
2732,256
2733,1024
2734,1024
2735,1024
2736,2048
2737,512
2738,512
2739,1024
2740,1024
2741,1024
2742,1024
2743,512
2744,1024
2745,1024
2746,1024
2747,512
2748,1024
2749,2048
2750,1024
2751,1024
2752,512
2753,1024
2754,1024
2755,1024
2756,1024
2757,1024
2758,2048
2759,1024
2760,1024
2761,1024
2762,512
2763,1024
2764,512
2765,512
2766,512
2767,512
2768,1024
2769,512
2770,1024
2771,1024
2772,2048
2773,1024
2774,1024
2775,1024
2776,2048
2777,256
2778,1024
2779,256
2780,512
2781,512
2782,1024
2783,512
2784,512
2785,1024
2786,512
2787,512
2788,1024
2789,1024
2790,1024
2791,1024
2792,512
2793,1024
2794,1024
2795,1024
2796,1024
2797,2048
2798,512
2799,1024
2800,1024
2801,512
2802,1024
2803,512
2804,1024
2805,1024
2806,1024
2807,1024
2808,512
2809,1024
2810,1024
2811,512
2812,1024
2813,1024
2814,1024
2815,1024
2816,1024
2817,512
2818,1024
2819,2048
2820,512
2821,512
2822,1024
2823,1024
2824,2048
2825,128
2826,1024
2827,128
2828,512
2829,1024
2830,512
2831,1024
2832,512
2833,1024
2834,512
2835,512
2836,1024
2837,256
2838,512
2839,1024
2840,512
2841,512
2842,1024
2843,1024
2844,512
2845,256
2846,512
2847,1024
2848,512
2849,1024
2850,512
2851,1024
2852,2048
2853,1024
2854,512
2855,512
2856,512
2857,1024
2858,1024
2859,1024
2860,2048
2861,512
2862,512
2863,1024
2864,1024
2865,1024
2866,1024
2867,1024
2868,1024
2869,512
2870,1024
2871,1024
2872,1024
2873,1024
2874,512
2875,2048
2876,1024
2877,512
2878,1024
2879,1024
2880,1024
2881,2048
2882,512
2883,512
2884,512
2885,2048
2886,1024
2887,1024
2888,512
2889,1024
2890,512
2891,512
2892,1024
2893,2048
2894,256
2895,1024
2896,512
2897,256
2898,1024
2899,1024
2900,512
2901,512
2902,512
2903,512
2904,512
2905,2048
2906,2048
2907,256
2908,512
2909,2048
2910,1024
2911,2048
2912,1024
2913,512
2914,1024
2915,2048
2916,512
2917,512
2918,2048
2919,256
2920,1024
2921,512
2922,1024
2923,512
2924,2048
2925,256
2926,512
2927,1024
2928,512
2929,512
2930,512
2931,512
2932,1024
2933,1024
2934,512
2935,512
2936,128
2937,1024
2938,1024
2939,1024
2940,1024
2941,512
2942,1024
2943,1024
2944,512
2945,1024
2946,512
2947,1024
2948,512
2949,1024
2950,256
2951,512
2952,1024
2953,1024
2954,512
2955,1024
2956,1024
2957,512
2958,1024
2959,1024
2960,256
2961,512
2962,1024
2963,1024
2964,512
2965,512
2966,512
2967,1024
2968,1024
2969,512
2970,1024
2971,1024
2972,256
2973,1024
2974,1024
2975,1024
2976,512
2977,512
2978,1024
2979,512
2980,1024
2981,1024
2982,1024
2983,512
2984,1024
2985,1024
2986,512
2987,1024
2988,256
2989,256
2990,1024
2991,512
2992,256
2993,2048
2994,1024
2995,1024
2996,2048
2997,1024
2998,512
2999,1024
3000,256
3001,1024
3002,512
3003,1024
3004,2048
3005,1024
3006,1024
3007,2048
3008,2048
3009,1024
3010,256
3011,1024
3012,512
3013,512
3014,512
3015,1024
3016,1024
3017,512
3018,512
3019,512
3020,512
3021,1024
3022,1024
3023,2048
3024,1024
3025,1024
3026,2048
3027,1024
3028,1024
3029,1024
3030,2048
3031,1024
3032,512
3033,1024
3034,512
3035,512
3036,2048
3037,1024
3038,1024
3039,1024
3040,512
3041,128
3042,512
3043,512
3044,2048
3045,1024
3046,2048
3047,1024
3048,1024
3049,1024
3050,512
3051,512
3052,512
3053,512
3054,1024
3055,1024
3056,2048
3057,2048
3058,1024
3059,512
3060,256
3061,1024
3062,1024
3063,1024
3064,512
3065,512
3066,1024
3067,1024
3068,1024
3069,1024
3070,512
3071,1024
3072,1024
3073,512
3074,1024
3075,512
3076,1024
3077,256
3078,512
3079,1024
3080,1024
3081,256
3082,1024
3083,512
3084,512
3085,2048
3086,512
3087,1024
3088,1024
3089,1024
3090,512
3091,1024
3092,2048
3093,512
3094,1024
3095,512
3096,2048
3097,1024
3098,1024
3099,1024
3100,512
3101,512
3102,1024
3103,2048
3104,2048
3105,2048
3106,1024
3107,512
3108,2048
3109,2048
3110,1024
3111,1024
3112,1024
3113,1024
3114,512
3115,512
3116,512
3117,1024
3118,512
3119,256
3120,1024
3121,2048
3122,1024
3123,512
3124,512
3125,1024
3126,1024
3127,1024
3128,512
3129,256
3130,512
3131,1024
3132,512
3133,512
3134,1024
3135,1024
3136,1024
3137,1024
3138,1024
3139,1024
3140,1024
3141,1024
3142,1024
3143,512
3144,1024
3145,256
3146,1024
3147,256
3148,512
3149,256
3150,512
3151,512
3152,128
3153,512
3154,1024
3155,2048
3156,512
3157,512
3158,512
3159,1024
3160,512
3161,2048
3162,512
3163,2048
3164,512
3165,1024
3166,256
3167,1024
3168,256
3169,512
3170,512
3171,512
3172,512
3173,1024
3174,1024
3175,512
3176,1024
3177,512
3178,512
3179,1024
3180,1024
3181,1024
3182,1024
3183,512
3184,2048
3185,2048
3186,1024
3187,512
3188,1024
3189,512
3190,1024
3191,1024
3192,512
3193,512
3194,1024
3195,512
3196,512
3197,2048
3198,1024
3199,512
3200,512
3201,512
3202,1024
3203,1024
3204,1024
3205,512
3206,1024
3207,512
3208,512
3209,512
3210,1024
3211,256
3212,1024
3213,512
3214,512
3215,256
3216,2048
3217,1024
3218,512
3219,512
3220,1024
3221,512
3222,2048
3223,1024
3224,1024
3225,512
3226,512
3227,256
3228,512
3229,1024
3230,1024
3231,1024
3232,256
3233,512
3234,1024
3235,1024
3236,512
3237,512
3238,1024
3239,512
3240,512
3241,512
3242,1024
3243,512
3244,2048
3245,256
3246,512
3247,512
3248,1024
3249,1024
3250,1024
3251,1024
3252,1024
3253,2048
3254,512
3255,256
3256,512
3257,512
3258,512
3259,512
3260,1024
3261,512
3262,512
3263,512
3264,1024
3265,1024
3266,1024
3267,512
3268,512
3269,1024
3270,1024
3271,512
3272,512
3273,1024
3274,256
3275,512
3276,512
3277,512
3278,1024
3279,1024
3280,1024
3281,512
3282,512
3283,512
3284,512
3285,1024
3286,512
3287,2048
3288,512
3289,512
3290,512
3291,512
3292,512
3293,512
3294,1024
3295,1024
3296,2048
3297,1024
3298,256
3299,1024
3300,512
3301,512
3302,4096
3303,512
3304,512
3305,512
3306,512
3307,1024
3308,512
3309,256
3310,1024
3311,1024
3312,1024
3313,512
3314,1024
3315,512
3316,1024
3317,1024
3318,2048
3319,512
3320,1024
3321,1024
3322,512
3323,512
3324,512
3325,512
3326,512
3327,256
3328,1024
3329,512
3330,256
3331,2048
3332,1024
3333,512
3334,1024
3335,1024
3336,2048
3337,512
3338,512
3339,256
3340,1024
3341,256
3342,512
3343,512
3344,512
3345,512
3346,512
3347,1024
3348,1024
3349,1024
3350,512
3351,1024
3352,512
3353,512
3354,512
3355,256
3356,512
3357,512
3358,512
3359,256
3360,1024
3361,512
3362,1024
3363,1024
3364,1024
3365,512
3366,1024
3367,2048
3368,512
3369,512
3370,512
3371,1024
3372,512
3373,1024
3374,1024
3375,512
3376,512
3377,1024
3378,1024
3379,1024
3380,1024
3381,512
3382,1024
3383,512
3384,1024
3385,1024
3386,512
3387,1024
3388,512
3389,512
3390,512
3391,1024
3392,1024
3393,512
3394,2048
3395,1024
3396,512
3397,1024
3398,1024
3399,512
3400,512
3401,2048
3402,256
3403,1024
3404,2048
3405,1024
3406,2048
3407,1024
3408,1024
3409,1024
3410,1024
3411,512
3412,512
3413,1024
3414,512
3415,1024
3416,256
3417,256
3418,2048
3419,1024
3420,1024
3421,512
3422,512
3423,1024
3424,512
3425,256
3426,512
3427,256
3428,1024
3429,1024
3430,1024
3431,1024
3432,1024
3433,512
3434,1024
3435,512
3436,512
3437,1024
3438,512
3439,512
3440,512
3441,512
3442,1024
3443,2048
3444,512
3445,512
3446,512
3447,1024
3448,1024
3449,1024
3450,256
3451,1024
3452,512
3453,1024
3454,1024
3455,512
3456,2048
3457,512
3458,1024
3459,1024
3460,1024
3461,512
3462,1024
3463,512
3464,1024
3465,1024
3466,512
3467,512
3468,1024
3469,1024
3470,512
3471,512
3472,512
3473,512
3474,1024
3475,1024
3476,256
3477,1024
3478,1024
3479,512
3480,1024
3481,1024
3482,1024
3483,512
3484,1024
3485,1024
3486,512
3487,1024
3488,1024
3489,256
3490,1024
3491,512
3492,1024
3493,512
3494,1024
3495,1024
3496,2048
3497,1024
3498,1024
3499,2048
3500,512
3501,128
3502,512
3503,1024
3504,1024
3505,512
3506,1024
3507,512
3508,512
3509,2048
3510,512
3511,1024
3512,1024
3513,512
3514,512
3515,512
3516,512
3517,1024
3518,512
3519,1024
3520,1024
3521,1024
3522,512
3523,128
3524,1024
3525,1024
3526,1024
3527,1024
3528,512
3529,512
3530,512
3531,512
3532,512
3533,1024
3534,1024
3535,512
3536,256
3537,512
3538,256
3539,1024
3540,512
3541,512
3542,1024
3543,512
3544,1024
3545,1024
3546,1024
3547,2048
3548,1024
3549,1024
3550,512
3551,1024
3552,1024
3553,1024
3554,1024
3555,1024
3556,1024
3557,512
3558,1024
3559,1024
3560,512
3561,1024
3562,1024
3563,1024
3564,512
3565,256
3566,1024
3567,1024
3568,512
3569,512
3570,512
3571,2048
3572,512
3573,512
3574,1024
3575,2048
3576,512
3577,1024
3578,2048
3579,1024
3580,1024
3581,512
3582,1024
3583,512
3584,512
3585,256
3586,512
3587,512
3588,1024
3589,512
3590,256
3591,256
3592,1024
3593,1024
3594,1024
3595,1024
3596,1024
3597,1024
3598,512
3599,2048
3600,1024
3601,1024
3602,1024
3603,1024
3604,1024
3605,1024
3606,1024
3607,2048
3608,1024
3609,2048
3610,1024
3611,1024
3612,512
3613,512
3614,512
3615,512
3616,512
3617,1024
3618,512
3619,1024
3620,1024
3621,1024
3622,1024
3623,1024
3624,512
3625,512
3626,1024
3627,512
3628,1024
3629,1024
3630,512
3631,512
3632,512
3633,1024
3634,256
3635,1024
3636,512
3637,1024
3638,2048
3639,512
3640,2048
3641,512
3642,1024
3643,1024
3644,512
3645,1024
3646,1024
3647,512
3648,512
3649,1024
3650,512
3651,1024
3652,512
3653,512
3654,512
3655,1024
3656,512
3657,512
3658,256
3659,256
3660,1024
3661,1024
3662,256
3663,512
3664,512
3665,256
3666,512
3667,512
3668,512
3669,1024
3670,1024
3671,1024
3672,256
3673,512
3674,512
3675,1024
3676,512
3677,1024
3678,1024
3679,512
3680,1024
3681,256
3682,256
3683,512
3684,256
3685,2048
3686,256
3687,512
3688,512
3689,1024
3690,512
3691,512
3692,2048
3693,512
3694,256
3695,1024
3696,2048
3697,512
3698,1024
3699,1024
3700,1024
3701,512
3702,1024
3703,512
3704,512
3705,1024
3706,512
3707,512
3708,1024
3709,512
3710,256
3711,1024
3712,2048
3713,512
3714,256
3715,512
3716,512
3717,1024
3718,512
3719,1024
3720,512
3721,1024
3722,512
3723,1024
3724,512
3725,512
3726,256
3727,1024
3728,512
3729,512
3730,512
3731,256
3732,1024
3733,1024
3734,512
3735,1024
3736,1024
3737,2048
3738,1024
3739,1024
3740,512
3741,1024
3742,256
3743,1024
3744,1024
3745,512
3746,512
3747,1024
3748,1024
3749,1024
3750,256
3751,512
3752,512
3753,1024
3754,1024
3755,512
3756,1024
3757,512
3758,1024
3759,1024
3760,2048
3761,1024
3762,512
3763,1024
3764,512
3765,512
3766,1024
3767,512
3768,512
3769,512
3770,1024
3771,1024
3772,1024
3773,512
3774,256
3775,512
3776,512
3777,1024
3778,1024
3779,1024
3780,512
3781,512
3782,1024
3783,1024
3784,512
3785,512
3786,1024
3787,512
3788,512
3789,512
3790,1024
3791,1024
3792,1024
3793,1024
3794,2048
3795,256
3796,256
3797,2048
3798,512
3799,512
3800,1024
3801,512
3802,1024
3803,512
3804,512
3805,512
3806,1024
3807,512
3808,512
3809,1024
3810,512
3811,512
3812,512
3813,1024
3814,2048
3815,512
3816,1024
3817,512
3818,1024
3819,512
3820,1024
3821,512
3822,1024
3823,512
3824,1024
3825,1024
3826,2048
3827,256
3828,1024
3829,2048
3830,1024
3831,512
3832,256
3833,256
3834,1024
3835,512
3836,256
3837,1024
3838,1024
3839,512
3840,512
3841,256
3842,1024
3843,512
3844,512
3845,1024
3846,1024
3847,1024
3848,1024
3849,1024
3850,512
3851,1024
3852,1024
3853,512
3854,1024
3855,2048
3856,1024
3857,2048
3858,512
3859,1024
3860,512
3861,1024
3862,2048
3863,1024
3864,256
3865,1024
3866,512
3867,1024
3868,1024
3869,512
3870,256
3871,1024
3872,256
3873,256
3874,512
3875,512
3876,1024
3877,512
3878,512
3879,512
3880,2048
3881,512
3882,1024
3883,512
3884,512
3885,1024
3886,1024
3887,2048
3888,512
3889,1024
3890,512
3891,1024
3892,512
3893,512
3894,2048
3895,256
3896,512
3897,512
3898,512
3899,512
3900,128
3901,512
3902,2048
3903,1024
3904,256
3905,256
3906,512
3907,256
3908,1024
3909,512
3910,512
3911,1024
3912,512
3913,512
3914,256
3915,512
3916,512
3917,2048
3918,1024
3919,512
3920,1024
3921,1024
3922,1024
3923,512
3924,1024
3925,512
3926,512
3927,512
3928,512
3929,1024
3930,512
3931,1024
3932,2048
3933,512
3934,1024
3935,512
3936,1024
3937,512
3938,512
3939,512
3940,512
3941,1024
3942,512
3943,512
3944,512
3945,512
3946,1024
3947,1024
3948,1024
3949,1024
3950,256
3951,1024
3952,512
3953,1024
3954,1024
3955,2048
3956,512
3957,1024
3958,1024
3959,1024
3960,512
3961,512
3962,512
3963,512
3964,1024
3965,1024
3966,1024
3967,1024
3968,256
3969,1024
3970,512
3971,1024
3972,1024
3973,512
3974,512
3975,2048
3976,512
3977,1024
3978,1024
3979,2048
3980,512
3981,512
3982,256
3983,1024
3984,512
3985,2048
3986,1024
3987,1024
3988,1024
3989,128
3990,1024
3991,1024
3992,1024
3993,512
3994,1024
3995,512
3996,512
3997,512
3998,1024
3999,512
4000,256
4001,1024
4002,512
4003,1024
4004,1024
4005,512
4006,2048
4007,1024
4008,512
4009,1024
4010,256
4011,2048
4012,1024
4013,512
4014,1024
4015,256
4016,512
4017,2048
4018,1024
4019,512
4020,512
4021,2048
4022,1024
4023,512
4024,256
4025,1024
4026,1024
4027,128
4028,512
4029,256
4030,512
4031,1024
4032,256
4033,512
4034,512
4035,512
4036,1024
4037,1024
4038,512
4039,1024
4040,1024
4041,1024
4042,256
4043,512
4044,1024
4045,2048
4046,1024
4047,256
4048,1024
4049,512
4050,1024
4051,512
4052,512
4053,512
4054,1024
4055,512
4056,512
4057,512
4058,512
4059,1024
4060,512
4061,2048
4062,256
4063,1024
4064,256
4065,1024
4066,512
4067,1024
4068,1024
4069,512
4070,1024
4071,512
4072,512
4073,1024
4074,512
4075,512
4076,1024
4077,512
4078,512
4079,256
4080,1024
4081,1024
4082,1024
4083,1024
4084,512
4085,512
4086,512
4087,2048
4088,1024
4089,2048
4090,1024
4091,512
4092,2048
4093,1024
4094,1024
4095,1024
4096,1024
4097,1024
4098,1024
4099,512
4100,2048
4101,1024
4102,1024
4103,256
4104,512
4105,2048
4106,1024
4107,1024
4108,512
4109,1024
4110,1024
4111,1024
4112,2048
4113,2048
4114,512
4115,512
4116,1024
4117,2048
4118,2048
4119,2048
4120,1024
4121,1024
4122,512
4123,1024
4124,512
4125,512
4126,1024
4127,1024
4128,512
4129,512
4130,2048
4131,1024
4132,1024
4133,1024
4134,512
4135,256
4136,512
4137,512
4138,1024
4139,512
4140,1024
4141,1024
4142,2048
4143,1024
4144,1024
4145,1024
4146,1024
4147,512
4148,1024
4149,1024
4150,1024
4151,256
4152,1024
4153,1024
4154,1024
4155,1024
4156,128
4157,512
4158,512
4159,512
4160,512
4161,512
4162,512
4163,1024
4164,512
4165,512
4166,1024
4167,512
4168,1024
4169,1024
4170,1024
4171,2048
4172,512
4173,512
4174,256
4175,512
4176,256
4177,512
4178,1024
4179,512
4180,1024
4181,512
4182,512
4183,1024
4184,512
4185,1024
4186,1024
4187,128
4188,1024
4189,256
4190,1024
4191,512
4192,512
4193,256
4194,1024
4195,256
4196,1024
4197,256
4198,1024
4199,512
4200,128
4201,1024
4202,512
4203,1024
4204,512
4205,1024
4206,1024
4207,512
4208,1024
4209,1024
4210,512
4211,512
4212,1024
4213,512
4214,1024
4215,512
4216,512
4217,512
4218,256
4219,512
4220,512
4221,1024
4222,1024
4223,512
4224,512
4225,1024
4226,512
4227,1024
4228,1024
4229,512
4230,2048
4231,512
4232,1024
4233,1024
4234,1024
4235,1024
4236,2048
4237,512
4238,512
4239,1024
4240,512
4241,512
4242,1024
4243,1024
4244,512
4245,512
4246,256
4247,1024
4248,1024
4249,512
4250,512
4251,1024
4252,512
4253,512
4254,1024
4255,1024
4256,1024
4257,512
4258,1024
4259,1024
4260,512
4261,1024
4262,512
4263,1024
4264,1024
4265,512
4266,1024
4267,512
4268,1024
4269,1024
4270,512
4271,256
4272,2048
4273,1024
4274,2048
4275,1024
4276,1024
4277,2048
4278,2048
4279,512
4280,256
4281,1024
4282,512
4283,512
4284,512
4285,1024
4286,1024
4287,512
4288,512
4289,2048
4290,1024
4291,1024
4292,1024
4293,1024
4294,512
4295,1024
4296,1024
4297,1024
4298,512
4299,1024
4300,1024
4301,1024
4302,1024
4303,512
4304,512
4305,1024
4306,512
4307,1024
4308,1024
4309,1024
4310,512
4311,1024
4312,1024
4313,1024
4314,512
4315,1024
4316,2048
4317,512
4318,1024
4319,1024
4320,512
4321,1024
4322,1024
4323,512
4324,1024
4325,512
4326,2048
4327,2048
4328,512
4329,512
4330,1024
4331,2048
4332,512
4333,2048
4334,512
4335,1024
4336,512
4337,1024
4338,1024
4339,1024
4340,1024
4341,1024
4342,1024
4343,1024
4344,2048
4345,512
4346,2048
4347,1024
4348,2048
4349,512
4350,2048
4351,512
4352,1024
4353,512
4354,1024
4355,512
4356,512
4357,256
4358,512
4359,1024
4360,2048
4361,1024
4362,1024
4363,512
4364,1024
4365,2048
4366,256
4367,1024
4368,1024
4369,512
4370,512
4371,512
4372,1024
4373,1024
4374,512
4375,1024
4376,512
4377,1024
4378,512
4379,1024
4380,512
4381,512
4382,1024
4383,256
4384,512
4385,512
4386,1024
4387,1024
4388,512
4389,512
4390,1024
4391,1024
4392,512
4393,512
4394,1024
4395,1024
4396,512
4397,1024
4398,256
4399,512
4400,1024
4401,2048
4402,512
4403,1024
4404,1024
4405,1024
4406,512
4407,512
4408,2048
4409,1024
4410,512
4411,1024
4412,512
4413,256
4414,1024
4415,1024
4416,512
4417,1024
4418,1024
4419,1024
4420,1024
4421,512
4422,2048
4423,1024
4424,512
4425,2048
4426,1024
4427,2048
4428,1024
4429,512
4430,1024
4431,1024
4432,1024
4433,512
4434,1024
4435,1024
4436,512
4437,256
4438,1024
4439,1024
4440,1024
4441,1024
4442,256
4443,128
4444,1024
4445,512
4446,1024
4447,1024
4448,1024
4449,2048
4450,512
4451,512
4452,512
4453,1024
4454,1024
4455,1024
4456,1024
4457,1024
4458,1024
4459,1024
4460,1024
4461,512
4462,1024
4463,1024
4464,512
4465,512
4466,512
4467,2048
4468,1024
4469,512
4470,1024
4471,1024
4472,512
4473,512
4474,1024
4475,1024
4476,1024
4477,512
4478,1024
4479,2048
4480,1024
4481,256
4482,1024
4483,2048
4484,1024
4485,1024
4486,512
4487,1024
4488,1024
4489,1024
4490,1024
4491,512
4492,1024
4493,512
4494,2048
4495,1024
4496,2048
4497,512
4498,512
4499,512
4500,1024
4501,512
4502,256
4503,1024
4504,1024
4505,1024
4506,1024
4507,512
4508,512
4509,512
4510,512
4511,512
4512,512
4513,512
4514,2048
4515,1024
4516,2048
4517,1024
4518,512
4519,512
4520,1024
4521,1024
4522,1024
4523,512
4524,1024
4525,1024
4526,1024
4527,1024
4528,512
4529,512
4530,1024
4531,1024
4532,1024
4533,1024
4534,1024
4535,512
4536,512
4537,1024
4538,1024
4539,512
4540,512
4541,512
4542,1024
4543,1024
4544,256
4545,256
4546,512
4547,1024
4548,1024
4549,512
4550,2048
4551,1024
4552,1024
4553,1024
4554,1024
4555,1024
4556,1024
4557,512
4558,512
4559,1024
4560,512
4561,1024
4562,512
4563,512
4564,512
4565,2048
4566,512
4567,1024
4568,1024
4569,512
4570,1024
4571,512
4572,256
4573,2048
4574,512
4575,1024
4576,1024
4577,1024
4578,1024
4579,256
4580,2048
4581,2048
4582,512
4583,1024
4584,1024
4585,1024
4586,1024
4587,1024
4588,1024
4589,512
4590,1024
4591,512
4592,512
4593,1024
4594,256
4595,1024
4596,1024
4597,512
4598,256
4599,2048
4600,1024
4601,512
4602,1024
4603,512
4604,2048
4605,512
4606,1024
4607,1024
4608,512
4609,1024
4610,1024
4611,1024
4612,256
4613,512
4614,1024
4615,1024
4616,1024
4617,1024
4618,1024
4619,2048
4620,1024
4621,512
4622,1024
4623,1024
4624,1024
4625,2048
4626,1024
4627,1024
4628,1024
4629,2048
4630,1024
4631,1024
4632,1024
4633,512
4634,1024
4635,1024
4636,2048
4637,1024
4638,512
4639,256
4640,1024
4641,512
4642,1024
4643,512
4644,1024
4645,512
4646,1024
4647,1024
4648,1024
4649,1024
4650,1024
4651,1024
4652,2048
4653,512
4654,512
4655,1024
4656,2048
4657,512
4658,1024
4659,512
4660,512
4661,2048
4662,1024
4663,512
4664,1024
4665,1024
4666,512
4667,4096
4668,256
4669,512
4670,1024
4671,1024
4672,1024
4673,512
4674,512
4675,1024
4676,1024
4677,1024
4678,512
4679,512
4680,1024
4681,1024
4682,512
4683,1024
4684,1024
4685,1024
4686,2048
4687,512
4688,2048
4689,2048
4690,1024
4691,1024
4692,512
4693,2048
4694,1024
4695,512
4696,1024
4697,1024
4698,2048
4699,256
4700,512
4701,1024
4702,1024
4703,512
4704,2048
4705,1024
4706,1024
4707,1024
4708,512
4709,512
4710,512
4711,1024
4712,512
4713,512
4714,128
4715,1024
4716,2048
4717,1024
4718,1024
4719,1024
4720,1024
4721,1024
4722,1024
4723,1024
4724,512
4725,1024
4726,512
4727,512
4728,512
4729,1024
4730,2048
4731,1024
4732,1024
4733,512
4734,512
4735,1024
4736,1024
4737,1024
4738,1024
4739,1024
4740,1024
4741,1024
4742,512
4743,512
4744,1024
4745,1024
4746,1024
4747,1024
4748,1024
4749,512
4750,512
4751,512
4752,512
4753,2048
4754,512
4755,512
4756,1024
4757,1024
4758,1024
4759,1024
4760,512
4761,1024
4762,512
4763,1024
4764,1024
4765,1024
4766,1024
4767,1024
4768,2048
4769,512
4770,2048
4771,512
4772,1024
4773,1024
4774,1024
4775,2048
4776,1024
4777,1024
4778,1024
4779,1024
4780,1024
4781,1024
4782,512
4783,512
4784,1024
4785,1024
4786,1024
4787,1024
4788,1024
4789,1024
4790,1024
4791,2048
4792,1024
4793,1024
4794,512
4795,512
4796,1024
4797,1024
4798,256
4799,2048
4800,2048
4801,1024
4802,1024
4803,1024
4804,1024
4805,1024
4806,512
4807,1024
4808,1024
4809,512
4810,1024
4811,1024
4812,1024
4813,512
4814,512
4815,512
4816,1024
4817,512
4818,1024
4819,1024
4820,512
4821,1024
4822,1024
4823,1024
4824,256
4825,512
4826,1024
4827,1024
4828,512
4829,512
4830,1024
4831,1024
4832,2048
4833,2048
4834,1024
4835,2048
4836,512
4837,1024
4838,512
4839,1024
4840,2048
4841,256
4842,1024
4843,512
4844,1024
4845,512
4846,512
4847,1024
4848,1024
4849,512
4850,1024
4851,1024
4852,2048
4853,1024
4854,2048
4855,1024
4856,1024
4857,512
4858,512
4859,1024
4860,1024
4861,1024
4862,1024
4863,1024
4864,512
4865,1024
4866,1024
4867,512
4868,1024
4869,1024
4870,512
4871,2048
4872,1024
4873,1024
4874,1024
4875,2048
4876,1024
4877,1024
4878,1024
4879,1024
4880,1024
4881,1024
4882,1024
4883,1024
4884,512
4885,512
4886,512
4887,512
4888,512
4889,2048
4890,1024
4891,512
4892,512
4893,512
4894,512
4895,512
4896,1024
4897,1024
4898,512
4899,1024
4900,1024
4901,1024
4902,1024
4903,1024
4904,1024
4905,1024
4906,1024
4907,512
4908,1024
4909,512
4910,512
4911,512
4912,1024
4913,256
4914,512
4915,512
4916,512
4917,512
4918,1024
4919,512
4920,512
4921,1024
4922,512
4923,1024
4924,1024
4925,512
4926,512
4927,512
4928,512
4929,1024
4930,512
4931,512
4932,1024
4933,1024
4934,512
4935,1024
4936,1024
4937,2048
4938,512
4939,512
4940,512
4941,1024
4942,1024
4943,1024
4944,1024
4945,512
4946,1024
4947,1024
4948,1024
4949,512
4950,1024
4951,1024
4952,1024
4953,512
4954,512
4955,512
4956,512
4957,1024
4958,512
4959,1024
4960,512
4961,512
4962,1024
4963,512
4964,512
4965,1024
4966,512
4967,1024
4968,2048
4969,1024
4970,1024
4971,512
4972,512
4973,1024
4974,1024
4975,512
4976,512
4977,512
4978,1024
4979,1024
4980,1024
4981,1024
4982,1024
4983,512
4984,512
4985,1024
4986,1024
4987,512
4988,1024
4989,512
4990,1024
4991,1024
4992,512
4993,2048
4994,1024
4995,1024
4996,2048
4997,1024
4998,1024
4999,1024
5000,512
5001,1024
5002,2048
5003,512
5004,1024
5005,1024
5006,512
5007,1024
5008,1024
5009,512
5010,2048
5011,512
5012,1024
5013,512
5014,1024
5015,1024
5016,1024
5017,2048
5018,1024
5019,1024
5020,512
5021,512
5022,1024
5023,512
5024,1024
5025,1024
5026,512
5027,1024
5028,512
5029,1024
5030,1024
5031,1024
5032,512
5033,512
5034,1024
5035,1024
5036,1024
5037,1024
5038,1024
5039,1024
5040,1024
5041,256
5042,512
5043,512
5044,1024
5045,1024
5046,1024
5047,2048
5048,1024
5049,1024
5050,1024
5051,1024
5052,512
5053,512
5054,512
5055,512
5056,1024
5057,256
5058,1024
5059,1024
5060,1024
5061,512
5062,2048
5063,512
5064,512
5065,1024
5066,1024
5067,1024
5068,512
5069,2048
5070,1024
5071,2048
5072,256
5073,512
5074,1024
5075,512
5076,1024
5077,512
5078,1024
5079,512
5080,1024
5081,512
5082,1024
5083,1024
5084,1024
5085,1024
5086,2048
5087,512
5088,1024
5089,1024
5090,1024
5091,1024
5092,1024
5093,2048
5094,256
5095,512
5096,1024
5097,1024
5098,2048
5099,512
5100,1024
5101,512
5102,512
5103,512
5104,512
5105,1024
5106,512
5107,512
5108,1024
5109,256
5110,512
5111,512
5112,1024
5113,512
5114,512
5115,512
5116,1024
5117,512
5118,1024
5119,1024
5120,2048
5121,1024
5122,1024
5123,1024
5124,512
5125,1024
5126,1024
5127,1024
5128,512
5129,2048
5130,1024
5131,1024
5132,512
5133,1024
5134,512
5135,512
5136,1024
5137,1024
5138,512
5139,256
5140,512
5141,512
5142,256
5143,1024
5144,1024
5145,512
5146,1024
5147,1024
5148,1024
5149,1024
5150,128
5151,1024
5152,512
5153,1024
5154,1024
5155,1024
5156,512
5157,1024
5158,1024
5159,1024
5160,512
5161,512
5162,1024
5163,256
5164,256
5165,1024
5166,512
5167,2048
5168,1024
5169,512
5170,512
5171,512
5172,512
5173,2048
5174,512
5175,1024
5176,1024
5177,1024
5178,256
5179,1024
5180,1024
5181,1024
5182,2048
5183,512
5184,1024
5185,1024
5186,1024
5187,1024
5188,1024
5189,1024
5190,1024
5191,2048
5192,1024
5193,1024
5194,2048
5195,2048
